14, Male, Karnataka (KA), 6658546700, 162.10136817833282, 73.43899328173931
42, Male, Arunachal Pradesh (AR), 7417216428, 164.09107101850122, 72.69731883421245
79, Female, Haryana (HR), 7415809715, 155.8172828624418, 62.71253312606585
31, Male, Telangana (TS), 8165943825, 156.10991049763274, 71.53146519851438
58, Female, Chhattisgarh (CG), 6794572613, 163.6758936665215, 70.51025263871995
40, Female, Jharkhand (JH), 8234129081, 167.61811738035783, 73.84736144340302
57, Female, Nagaland (NL), 6345175218, 153.53515856807704, 65.14181283451289
52, Male, Gujarat (GJ), 8622497082, 171.4893023844286, 67.35896173836495
17, Female, Manipur (MN), 6466941564, 176.01586398605608, 65.02960295273914
48, Male, Arunachal Pradesh (AR), 8695738040, 161.26444636336848, 69.91463387235798
58, Male, Andhra Pradesh (AP), 7257336127, 167.49114725840678, 70.25207137500213
95, Female, Tripura (TR), 9138382115, 176.30204074430654, 68.15370550185855
26, Male, West Bengal (WB), 7150956305, 156.98206647116015, 69.2463914632952
20, Male, Maharashtra (MH), 7082584184, 155.18636415902571, 69.8571714091532
63, Male, Himachal Pradesh (HP), 8716168467, 154.98519527612726, 69.07032927651701
35, Male, Meghalaya (ML), 8810000883, 175.69095004186514, 73.33228389519174
19, Female, Rajasthan (RJ), 9121274531, 163.40607974538847, 75.00868797101992
62, Male, Madhya Pradesh (MP), 7667111012, 162.0059386454157, 66.24052698699533
4, Male, West Bengal (WB), 8778019823, 140.4345732704458, 74.94175010852724
86, Female, Andhra Pradesh (AP), 6732562698, 164.4635109628956, 75.71102052195516
92, Female, Gujarat (GJ), 9537160478, 142.9243910550063, 70.19822383032638
68, Female, Kerala (KL), 7029623916, 130.55242455516867, 72.52951963408935
93, Male, Meghalaya (ML), 7855515693, 155.3989709936914, 69.24885519547477
64, Female, Haryana (HR), 6995878625, 168.86453371732694, 72.25540914802768
49, Male, Uttarakhand (UK), 6402849234, 160.8876129323477, 73.83482313366322
94, Male, Andhra Pradesh (AP), 7328009843, 151.94709150113937, 66.13333850484797
42, Female, Maharashtra (MH), 6018478530, 166.7154736920229, 86.55809815317686
29, Male, Goa (GA), 8683036288, 166.48889828644738, 75.48268578532164
46, Female, Haryana (HR), 9637335129, 152.16539883407344, 70.59485474243435
49, Male, Sikkim (SK), 9002519717, 156.57167471989197, 70.97024575510498
9, Female, Uttarakhand (UK), 6342678154, 166.22367779561668, 72.29502367904763
11, Male, Jharkhand (JH), 8964807339, 165.31130599404773, 69.38102814103618
6, Female, Jharkhand (JH), 6057835178, 149.71693990019313, 57.80025567610862
86, Male, Karnataka (KA), 9474558147, 166.7642349691207, 71.69757063603873
12, Male, West Bengal (WB), 9407995907, 150.56897654668816, 65.23274222129201
41, Male, Mizoram (MZ), 8846009863, 173.2774723123719, 69.61786415030524
65, Male, Jharkhand (JH), 8516593821, 150.87684833583074, 73.40802567769374
11, Female, Tripura (TR), 9761084804, 169.03103597227366, 70.38742313108763
93, Female, Nagaland (NL), 7195883477, 149.69448206156383, 69.3550722403694
69, Female, Mizoram (MZ), 9739337727, 163.85583336922315, 66.90113026485095
28, Male, Arunachal Pradesh (AR), 8314307399, 175.14380441787173, 69.72249603283497
3, Female, Kerala (KL), 6314160602, 172.79809886510978, 71.61261348346301
49, Male, Nagaland (NL), 7894717608, 152.0540825504915, 65.2317165183391
57, Female, Arunachal Pradesh (AR), 6399415327, 149.0686514700097, 80.27052515152329
40, Male, Madhya Pradesh (MP), 7744955935, 158.42260098421804, 77.45011437595161
24, Female, Kerala (KL), 6989427315, 157.77796367714467, 72.96361716526775
62, Male, Uttarakhand (UK), 7725782543, 143.65547077338337, 61.56223961434692
50, Female, Assam (AS), 9042234339, 149.60430788572666, 64.99718145238417
36, Female, Tamil Nadu (TN), 7107278524, 164.84675224117063, 74.73038674370656
56, Female, Sikkim (SK), 9521565387, 145.260009198795, 63.800084399060324
30, Female, Tripura (TR), 6797286805, 149.34583820147358, 71.20195356671688
62, Male, West Bengal (WB), 7001123228, 166.08418264144356, 71.50536726674872
20, Female, Jammu and Kashmir (JK), 6951410875, 162.0536712697044, 63.807953120361894
54, Female, Jharkhand (JH), 6706359318, 160.73062140647588, 63.960964477523554
72, Female, Chhattisgarh (CG), 8371123466, 142.15038275949885, 81.98324624773613
46, Female, Punjab (PB), 6667305517, 167.35896189607428, 73.79583599058633
36, Female, Jharkhand (JH), 7316249911, 158.30823437722296, 63.070157337377935
17, Female, Punjab (PB), 8954328130, 152.26879575324202, 62.45474487939183
48, Male, Jammu and Kashmir (JK), 9599145643, 165.6418266385354, 65.59129492656578
57, Male, Manipur (MN), 9353075304, 154.9688520499194, 67.44093760138904
57, Male, Telangana (TS), 7567957041, 151.50743351171513, 70.31767077893744
51, Male, Goa (GA), 7315914694, 166.97086064659408, 71.29607420772004
5, Female, Meghalaya (ML), 6210434430, 160.76344309515812, 70.31925859465377
95, Female, Mizoram (MZ), 6706518345, 159.70620366557569, 60.13851492557507
30, Female, West Bengal (WB), 9495675605, 154.25556072795743, 69.5813902255539
25, Male, Tamil Nadu (TN), 8228869964, 155.07508339997636, 74.09614446421519
68, Male, Kerala (KL), 6433347299, 166.40498871077494, 67.60006108721795
65, Male, Telangana (TS), 8828927286, 155.32850206248895, 73.6121776121344
10, Female, Maharashtra (MH), 9676675438, 136.5193311767528, 68.39171434299227
22, Female, Goa (GA), 6689741388, 144.1368579991712, 79.53932585956503
18, Female, Madhya Pradesh (MP), 9959276111, 179.10633493324946, 70.63583549350214
34, Female, Odisha(OR), 7391472345, 155.56243117384372, 73.97860194869698
98, Female, Telangana (TS), 6766581040, 164.0482586033058, 63.242000883154816
38, Female, Manipur (MN), 9198225168, 148.01399017614153, 69.6567838753207
1, Male, Meghalaya (ML), 6208037278, 157.07587303299772, 62.621081400198655
54, Female, Arunachal Pradesh (AR), 9888364494, 177.45080709127507, 68.86898144665524
55, Female, Haryana (HR), 6100206826, 167.90955569225312, 77.82255033924847
61, Female, Arunachal Pradesh (AR), 6357091712, 151.11829746700002, 77.74256076353316
95, Male, Meghalaya (ML), 8643474222, 161.71202618100048, 71.42104151647823
69, Male, Karnataka (KA), 6349567961, 167.52629097966107, 59.20937531174346
46, Female, Bihar (BR), 6425291413, 163.00790051348068, 66.1065483022907
10, Female, Himachal Pradesh (HP), 8496840311, 173.9687523715446, 72.5602086550323
24, Male, Assam (AS), 6409684099, 179.13722357894406, 70.75532163901654
86, Male, West Bengal (WB), 7871988267, 148.14792968034854, 63.92706546352969
56, Male, Arunachal Pradesh (AR), 9796959015, 162.7203713581592, 70.6936076046647
90, Male, Uttar Pradesh (UP), 9181912039, 162.19600710780105, 69.13789705866712
70, Male, Maharashtra (MH), 9800103530, 165.9589294929813, 70.76332099566159
43, Female, Gujarat (GJ), 9799686082, 159.11648461094467, 75.85846727151818
83, Male, Manipur (MN), 9207398616, 145.7074199667139, 83.65185820413367
57, Female, Mizoram (MZ), 8062835515, 161.40295926812817, 76.76070057572082
72, Female, Gujarat (GJ), 7284298345, 151.38045614416933, 65.63099813218311
25, Male, Karnataka (KA), 9066094594, 163.09728563952956, 79.6363922475872
99, Male, Jharkhand (JH), 6350993123, 142.56466385544024, 70.9757482841658
35, Male, Assam (AS), 9970532419, 159.75734478341087, 70.99826824592192
50, Female, Andhra Pradesh (AP), 8634987475, 143.87436856183552, 72.28965645799568
91, Female, Rajasthan (RJ), 9605754134, 153.00696631141872, 71.46246435914554
5, Female, Uttarakhand (UK), 9854423130, 162.68645693263895, 72.5947214027234
95, Female, Tamil Nadu (TN), 6087769041, 158.8302920179695, 60.5604943869446
26, Male, Himachal Pradesh (HP), 8754642284, 177.07207953716747, 63.84871837454269
4, Female, Arunachal Pradesh (AR), 7551446960, 167.048361630174, 71.72594016771744
91, Male, Manipur (MN), 9059935605, 159.13187931139413, 71.51000830881374
62, Male, Bihar (BR), 7546196231, 159.64954116922786, 71.09816290942604
65, Male, West Bengal (WB), 6323748799, 160.7466290575137, 60.344979006071725
95, Male, Bihar (BR), 9934101849, 149.41399827961268, 68.04939032497307
55, Male, Odisha(OR), 9673818051, 168.69244195787186, 70.66560821023548
11, Female, Arunachal Pradesh (AR), 8494847674, 160.33551916859994, 70.98851986757651
12, Male, Kerala (KL), 8718138233, 158.71916468713843, 66.13677829189106
42, Female, Uttarakhand (UK), 6117337662, 166.65921279692927, 77.11126426032875
56, Female, Manipur (MN), 6862373346, 173.16455687413543, 72.94342276357835
72, Male, Sikkim (SK), 8855073942, 169.6414942158598, 72.10237413958991
87, Female, Odisha(OR), 7940486162, 147.42299787507477, 73.64787390512414
42, Female, Andhra Pradesh (AP), 9983937485, 161.2896917436156, 66.13641577596482
88, Male, Odisha(OR), 9128993406, 169.79084289631516, 70.64068890076311
97, Male, Odisha(OR), 8377731832, 160.8125603351499, 76.20369550074199
61, Female, West Bengal (WB), 8352381336, 173.16899828826902, 72.35269416498353
91, Male, Jharkhand (JH), 7235895186, 153.82335492496443, 73.75052241359786
9, Male, Odisha(OR), 7392288286, 165.45764596518111, 64.30697786110052
40, Male, Assam (AS), 7788941952, 151.04213001087726, 59.17038350061153
50, Male, Uttar Pradesh (UP), 9114023240, 154.62545330454762, 67.99405147724592
72, Female, Karnataka (KA), 9232684627, 169.61146151571563, 69.31430529166376
30, Female, Odisha(OR), 8100861889, 146.46156990158272, 70.7743118632053
4, Female, Gujarat (GJ), 9301508054, 149.3104439633803, 66.591552482996
3, Female, West Bengal (WB), 9523636375, 168.44610220505172, 70.14790900059106
27, Male, Bihar (BR), 9170849893, 150.70369440344876, 69.5688100481518
26, Female, Odisha(OR), 9945974598, 172.95316265450847, 69.11182131696599
35, Female, Gujarat (GJ), 8335869509, 152.16805168749116, 69.33719677323634
70, Male, Meghalaya (ML), 8281998145, 157.06842888297368, 71.69682832517645
29, Male, Nagaland (NL), 6533052464, 167.54815468714852, 57.01068717854304
87, Female, Nagaland (NL), 8240392392, 184.62198693306493, 64.38255643744509
31, Female, Telangana (TS), 8012618674, 155.64348771891275, 72.73098828377165
4, Male, Manipur (MN), 9243817968, 148.18165681191954, 67.07934441722111
15, Female, Odisha(OR), 9549242267, 145.03750079193804, 68.15592725792042
17, Male, Nagaland (NL), 6202666449, 148.93092603797058, 74.28345012991002
54, Female, West Bengal (WB), 8750791651, 171.07087422996423, 67.26926627249314
91, Male, Haryana (HR), 8457012153, 172.09306320143125, 72.05472458806705
92, Female, Bihar (BR), 9254320279, 152.96432039035403, 75.75895928977475
32, Female, Manipur (MN), 7145593785, 135.82121220974616, 70.46761497343596
7, Female, Tamil Nadu (TN), 6837132225, 165.195909782226, 71.90966232183762
16, Female, West Bengal (WB), 9931786463, 168.7115611119305, 72.45364720071225
66, Male, Maharashtra (MH), 8864806431, 163.46247082849635, 64.63900744163311
96, Male, Rajasthan (RJ), 9433216519, 171.05441578541908, 67.05264096594803
24, Female, Tripura (TR), 8152858999, 143.69575250245094, 68.95129657880601
79, Male, Arunachal Pradesh (AR), 8720574655, 148.68550363016115, 63.98076982771767
81, Female, Arunachal Pradesh (AR), 9996341202, 145.59519786135166, 76.32593654932025
68, Male, Kerala (KL), 6472388448, 152.5990909482145, 72.91394995912256
66, Female, Uttarakhand (UK), 9196935588, 145.9201852189971, 71.73481544045023
46, Male, Goa (GA), 9901362676, 174.91041641129942, 69.85215352432658
44, Female, Nagaland (NL), 6173031480, 179.9034037533118, 71.79634215501655
50, Male, West Bengal (WB), 9456869885, 150.89025549560395, 70.84812517725933
92, Male, Telangana (TS), 9530019939, 144.6846554143804, 63.1157994630603
51, Male, Madhya Pradesh (MP), 8497631300, 149.43542119767446, 71.5596399347549
77, Male, Punjab (PB), 8621348075, 149.2756888663608, 68.93560497884484
52, Female, Tamil Nadu (TN), 9549518527, 170.32200179845768, 72.37508313519812
63, Female, Bihar (BR), 8547957240, 152.64534645662724, 73.86676608971787
35, Male, West Bengal (WB), 8709957075, 170.74559272103858, 71.27710405402327
11, Male, Kerala (KL), 8908675056, 152.90643950271158, 73.78575743216166
23, Female, Tamil Nadu (TN), 8779150956, 159.4376646870232, 77.41795377285189
46, Female, Maharashtra (MH), 7554606689, 161.57011699395932, 72.94326077178893
43, Male, Himachal Pradesh (HP), 9410721923, 156.2055638147273, 65.96093891275287
59, Male, Sikkim (SK), 9225973035, 148.85635298371565, 70.45215371176987
68, Male, Goa (GA), 7139779950, 155.7700011130627, 72.08082746936638
85, Male, Tamil Nadu (TN), 6555092965, 160.48347788968007, 69.68556240767481
44, Male, Bihar (BR), 7536166670, 153.90927008473616, 67.92143276593029
8, Male, Chhattisgarh (CG), 6897940430, 164.24898981011046, 68.12841688084106
27, Male, Punjab (PB), 8886764811, 168.62642750767463, 67.53744086218461
4, Female, Mizoram (MZ), 6474889247, 166.83561101551342, 74.50867532512432
74, Male, Nagaland (NL), 9355669232, 175.52067527169888, 72.46477096124646
8, Female, Mizoram (MZ), 9957137964, 136.22482847246343, 71.89353894001455
92, Female, Uttar Pradesh (UP), 7511536132, 158.4693771121091, 69.9357937303181
30, Female, Kerala (KL), 9677492727, 159.05085883643486, 64.44389626492358
88, Female, Arunachal Pradesh (AR), 7740280804, 167.9134083317073, 67.20887090123873
13, Female, Arunachal Pradesh (AR), 6490296550, 150.83736179358212, 63.66227638922866
15, Female, Himachal Pradesh (HP), 7491652309, 167.7866285789286, 66.27150741320987
76, Male, West Bengal (WB), 8376705081, 164.47130741597405, 78.19073763844389
62, Female, Haryana (HR), 8857763957, 164.87362364088608, 71.56051455737634
13, Male, Uttarakhand (UK), 6729705427, 165.96728385761784, 75.24139149674912
82, Female, Madhya Pradesh (MP), 8436765365, 157.27850207071015, 74.80819101822914
48, Female, Arunachal Pradesh (AR), 7241243410, 174.65646723127333, 61.372617113023594
57, Female, Maharashtra (MH), 7614469135, 159.71572471351936, 72.47352764268045
32, Female, Arunachal Pradesh (AR), 7252162718, 170.13444880280503, 70.70398259376891
46, Female, Mizoram (MZ), 9021896988, 161.70775611941966, 80.12079073684993
64, Female, Tripura (TR), 6207446790, 161.18320593521844, 68.30519846477401
87, Male, Assam (AS), 7319141177, 154.06257691952038, 63.777250201488705
1, Female, Assam (AS), 6212361485, 148.29182454046872, 72.01820251887021
86, Male, Andhra Pradesh (AP), 8900759215, 161.01759463193974, 66.31265068637015
61, Female, Uttar Pradesh (UP), 8123177378, 155.29733502706665, 73.96531180306661
48, Male, Uttar Pradesh (UP), 9017534953, 149.42277598949357, 67.83871320784957
19, Female, Maharashtra (MH), 8315984539, 145.1509493614344, 64.36670783472684
58, Female, Assam (AS), 7325807232, 164.77501315855417, 75.15938529088541
89, Male, Uttar Pradesh (UP), 8672867020, 176.11428279096936, 70.15150293411074
51, Male, Tamil Nadu (TN), 9224369816, 158.4607814157554, 64.85847507844902
74, Male, Maharashtra (MH), 9266227438, 165.22780458182552, 70.65008024526978
92, Female, Andhra Pradesh (AP), 6179432966, 174.2126761459953, 71.75689952516316
76, Male, Chhattisgarh (CG), 6294809160, 157.21167113318725, 68.86232864172682
88, Male, Andhra Pradesh (AP), 6944417083, 156.99883837549274, 71.70910991356247
42, Male, Gujarat (GJ), 6469949421, 160.30564965772956, 69.22863870527598
19, Male, Maharashtra (MH), 6965000524, 185.28926392869357, 67.63435819142099
68, Female, Maharashtra (MH), 9696726214, 143.31079800109393, 62.46196381292518
90, Female, Mizoram (MZ), 6324646887, 159.2711844328204, 67.3942370409277
21, Female, Haryana (HR), 9765884699, 153.89360137965167, 69.62842489079948
54, Female, Madhya Pradesh (MP), 7307910150, 173.03188369077623, 76.23133318394285
10, Female, Gujarat (GJ), 9145242423, 150.66032133686932, 81.42325527281793
10, Female, Madhya Pradesh (MP), 7583395307, 148.770145844698, 72.738955032788
97, Male, Punjab (PB), 7475540013, 164.05175435921964, 71.36869748232162
96, Female, Karnataka (KA), 9563457302, 161.93199210275938, 75.93676430578552
48, Male, Tripura (TR), 8610482143, 154.0111728215266, 70.73896939529128
84, Male, Maharashtra (MH), 7015783166, 168.8722445287894, 71.78795070889669
21, Female, Odisha(OR), 7704326812, 167.7418467181731, 74.32619184108025
34, Male, Uttarakhand (UK), 7460833753, 156.825335347441, 74.02712037941139
84, Female, Odisha(OR), 8842840152, 145.59464430088892, 74.09655398027405
83, Male, Andhra Pradesh (AP), 6667671772, 160.18726071997372, 79.65813290150673
64, Female, Haryana (HR), 8996077358, 190.40189901371596, 64.36149562750792
84, Female, Assam (AS), 8326654042, 160.54452798571222, 71.32060654399908
14, Female, Uttarakhand (UK), 9840672025, 171.40412400305786, 67.57186103131865
66, Male, Maharashtra (MH), 9417170872, 168.75174797178963, 72.86953143476114
9, Male, Andhra Pradesh (AP), 6365480582, 161.3113559430195, 68.94988704440716
38, Female, Gujarat (GJ), 9122672570, 154.8584566499311, 66.29513635674674
6, Male, Madhya Pradesh (MP), 9302350399, 162.15583758193588, 68.44192638217558
39, Female, Punjab (PB), 6954339190, 155.8536757175611, 68.54518946773794
20, Female, Manipur (MN), 8793323607, 162.38723944038495, 82.47696409566565
15, Male, Madhya Pradesh (MP), 7072896222, 160.14201842465022, 68.7286897243829
96, Male, Kerala (KL), 8344181097, 152.23408362987888, 71.3212424600822
8, Male, Mizoram (MZ), 6722809139, 146.75245366954462, 69.96136027192011
31, Female, Maharashtra (MH), 9232591087, 165.84424817452253, 69.72806120703554
75, Female, Assam (AS), 9578969222, 158.82235058968206, 70.91605780317752
18, Male, Himachal Pradesh (HP), 9781388993, 151.04822670676953, 68.26158857039877
62, Female, Kerala (KL), 7941447974, 163.760925502101, 59.29088899210029
71, Female, Uttarakhand (UK), 9387664880, 132.76019567471917, 66.23844296998051
90, Male, Telangana (TS), 9285439190, 161.18219722509588, 69.09030275466584
51, Male, Odisha(OR), 7203883435, 145.89808566688916, 68.33142287753613
44, Male, Maharashtra (MH), 7964467020, 144.07178724534734, 64.36124191785146
56, Male, Meghalaya (ML), 9335763299, 164.3142314914176, 70.83896526943252
92, Male, Uttar Pradesh (UP), 6890234043, 162.14319347743168, 71.29849208372785
26, Female, Jharkhand (JH), 9409250532, 132.95179291997613, 74.99355807862374
46, Female, Gujarat (GJ), 6950008619, 162.55594515691362, 70.2219856376819
18, Male, Kerala (KL), 9517141140, 145.22589851742515, 71.40938061733043
2, Female, Tripura (TR), 8280490134, 151.66109786820982, 67.3197025028331
69, Male, Tripura (TR), 7501293494, 154.36851979844369, 68.24353820244873
72, Male, Himachal Pradesh (HP), 7545341405, 176.20272632314132, 67.57212066091907
70, Male, Karnataka (KA), 8063559188, 152.0822731087546, 67.35573828600246
43, Male, Punjab (PB), 7044540050, 148.876958790568, 66.79620636307229
25, Male, Manipur (MN), 7650740041, 154.39733522634393, 66.90510737802254
28, Female, Meghalaya (ML), 7271473107, 154.87137068904434, 63.17198651213942
7, Male, Himachal Pradesh (HP), 7501271884, 159.39537896756357, 73.79820145776758
99, Male, Chhattisgarh (CG), 6858931472, 152.2024512382179, 71.95475507893283
52, Female, Arunachal Pradesh (AR), 6607897044, 157.70647664957997, 80.45241688488406
19, Female, Jharkhand (JH), 8736858374, 155.29290827910816, 63.45902470783322
28, Male, Gujarat (GJ), 8361353529, 147.18804047686012, 76.38652672686334
14, Female, Odisha(OR), 7347133001, 151.41953766054394, 68.28381120328766
11, Male, Haryana (HR), 8106187781, 159.77051240761088, 72.06628256002311
27, Male, Mizoram (MZ), 8699580172, 161.3719036950415, 67.40929851434792
46, Female, Mizoram (MZ), 8858623927, 136.61984711081595, 68.70183355682111
83, Female, Madhya Pradesh (MP), 7938073806, 176.44019946689963, 73.64939398524986
96, Male, Himachal Pradesh (HP), 6148157089, 150.05654206910853, 71.34066934723042
87, Male, Punjab (PB), 9845978296, 148.02748055919452, 70.92791741500929
48, Female, Sikkim (SK), 7582416629, 151.8922339968166, 63.89786957193171
35, Male, West Bengal (WB), 7721672330, 167.7700480624712, 74.05772784106829
49, Male, Manipur (MN), 8005902038, 177.76582190325726, 69.84430651769877
10, Female, Uttarakhand (UK), 7795149248, 187.95903225787646, 74.96758074992704
83, Female, Himachal Pradesh (HP), 8806899355, 162.16190710601234, 82.26292363978658
22, Female, Jharkhand (JH), 8313098034, 153.271091514161, 62.24854896067423
85, Female, Uttar Pradesh (UP), 6660706983, 153.66180723361995, 75.86830305915697
43, Male, Meghalaya (ML), 6572286074, 167.11567715926233, 74.19923606587811
5, Female, Rajasthan (RJ), 8944818971, 153.22886205821547, 71.59580905368084
7, Male, Nagaland (NL), 9977519882, 167.5312231907282, 65.36694195868569
42, Male, Meghalaya (ML), 7919570512, 160.90757674143433, 68.054346075526
28, Female, Uttar Pradesh (UP), 7763892181, 146.95338847205568, 72.7681250458326
4, Male, Gujarat (GJ), 7876715999, 161.4807984172746, 64.95210236202917
85, Male, Chhattisgarh (CG), 8660206793, 147.2089305129362, 73.21495764033273
38, Female, Goa (GA), 8486150268, 158.74622781148867, 65.97503672948774
8, Male, Assam (AS), 8201627708, 147.1896292455367, 66.7714303253035
89, Female, Tripura (TR), 6972965687, 171.0144668423323, 64.17193532506296
68, Male, Punjab (PB), 8468356897, 155.9029044860129, 69.89303201027786
57, Female, Uttar Pradesh (UP), 8087604704, 144.35680916740276, 77.67614899706453
7, Female, Maharashtra (MH), 6090433797, 156.13505902015174, 74.01312790542869
19, Male, Telangana (TS), 6980057503, 161.13337570741493, 78.70999989589036
39, Male, Telangana (TS), 7992040086, 158.85127123920938, 69.94412493390053
74, Female, Himachal Pradesh (HP), 7502389974, 169.84771902090176, 64.91550181270372
55, Male, Odisha(OR), 9994358079, 176.1801695252521, 69.07441131985365
59, Male, Jammu and Kashmir (JK), 8531862394, 159.12944950769847, 78.56593228406759
93, Male, Uttar Pradesh (UP), 6371655184, 159.2938001201463, 70.47834451013449
37, Female, Andhra Pradesh (AP), 7150197215, 149.9700629186967, 68.80710182204153
96, Female, Meghalaya (ML), 8027292133, 175.27850122572372, 70.34763794608445
45, Female, Chhattisgarh (CG), 6618954932, 172.78770882578908, 74.76992072182406
32, Male, Punjab (PB), 8797037616, 167.66375132226204, 78.1680459457573
14, Male, Maharashtra (MH), 9010963274, 164.17234473763313, 62.557047484719774
4, Female, Punjab (PB), 7141958170, 138.24876143300358, 73.8781443670223
66, Male, Jammu and Kashmir (JK), 9289871408, 146.81300043916315, 78.59955855970355
35, Male, Chhattisgarh (CG), 9907288981, 162.66754140448833, 75.65647790085066
73, Female, Odisha(OR), 6538120841, 146.82211468531557, 73.43261933041148
25, Female, Madhya Pradesh (MP), 8705418329, 146.87001420421603, 70.4206508783352
18, Male, West Bengal (WB), 9125438369, 156.79477853445493, 68.06718570102676
49, Female, Jharkhand (JH), 8398532749, 154.95606375557594, 72.52574173947744
24, Male, Karnataka (KA), 7028104934, 174.99743627452114, 76.42610985745486
29, Female, Jharkhand (JH), 8778368867, 153.25075765803635, 63.23267360937663
21, Female, Mizoram (MZ), 8349208128, 156.31507506653205, 77.27997998528059
67, Female, Manipur (MN), 6302702839, 168.8835643270535, 69.57531201557073
96, Male, Gujarat (GJ), 6174871320, 157.1281708166233, 71.95648483085215
83, Male, Uttar Pradesh (UP), 6875737673, 162.1500844618294, 63.56849623779445
93, Male, Punjab (PB), 9697289187, 160.36789897598484, 66.96820562891801
15, Male, Goa (GA), 6840551357, 155.36482310804266, 77.65581833374787
19, Male, Sikkim (SK), 8132613787, 158.4806683220927, 68.52253288839152
65, Male, Odisha(OR), 8481096410, 173.20655987502738, 65.94280348719305
51, Female, Odisha(OR), 9166503915, 154.6297519018645, 69.08153504577784
39, Female, West Bengal (WB), 9102441265, 147.27926735919988, 66.38481745903515
42, Male, Rajasthan (RJ), 7806680959, 162.0741720887281, 79.19836733111194
48, Male, Telangana (TS), 9225086940, 151.86175303349123, 69.44540601484546
71, Male, Nagaland (NL), 7339674141, 148.4679303243866, 60.95146641748573
41, Male, Gujarat (GJ), 8777319828, 162.6391625412993, 83.98661710893589
5, Female, West Bengal (WB), 7496537643, 151.13646615729365, 65.39168846903983
40, Female, Haryana (HR), 7466479636, 155.64185314309242, 67.39914253583144
67, Female, West Bengal (WB), 9597077031, 149.02013744493968, 71.73418975226657
55, Male, Mizoram (MZ), 8363029816, 153.72530395619503, 63.725712675341164
10, Male, Jammu and Kashmir (JK), 9251994219, 146.4836310234114, 77.6154803974165
78, Female, Jammu and Kashmir (JK), 8898279832, 157.4586734721724, 69.89235430882117
34, Male, Sikkim (SK), 7738755223, 165.33558964854663, 70.37252970251195
49, Female, Punjab (PB), 9320987029, 160.20390172544327, 65.51810019779448
18, Male, Haryana (HR), 6510807963, 163.53734236088468, 78.65777485557102
64, Female, Haryana (HR), 8525096621, 150.23312332627347, 74.97273076382592
59, Female, Mizoram (MZ), 8447326990, 149.28330065340873, 69.27413501608825
63, Male, West Bengal (WB), 8843937178, 150.51197458875922, 66.74675815848899
34, Male, Punjab (PB), 7476543931, 163.31247455320954, 62.02266932391542
18, Male, Himachal Pradesh (HP), 9972613285, 161.68878504736244, 76.9093180627422
70, Male, Maharashtra (MH), 7002273460, 150.346576725492, 66.02142241283482
56, Male, Karnataka (KA), 6479839783, 153.75712972156413, 68.50533717532585
63, Male, Jharkhand (JH), 7974574980, 135.35314483256673, 73.56378362477237
96, Male, Chhattisgarh (CG), 9592399418, 155.46328632010645, 72.11705792526386
94, Male, Kerala (KL), 8718657767, 149.450545573153, 67.88597999426375
40, Female, West Bengal (WB), 9548684115, 167.93543662207426, 65.50571887405094
93, Male, Karnataka (KA), 7773190566, 164.17718928868203, 72.09770089242502
85, Female, Telangana (TS), 9068467634, 156.64303488450201, 71.35072242297674
49, Male, Madhya Pradesh (MP), 7646600734, 169.48185658965957, 63.997631853850514
3, Male, Bihar (BR), 6071312567, 161.85208745250353, 68.27364060872146
74, Female, Arunachal Pradesh (AR), 7463548552, 157.56233845207134, 68.62950827876928
78, Male, Nagaland (NL), 8355181164, 153.20646962432005, 60.0633375840736
15, Female, Maharashtra (MH), 9285248988, 162.88149119022407, 74.25254598366259
19, Male, Odisha(OR), 7839401875, 173.2275348463006, 72.38975973353747
27, Male, Tamil Nadu (TN), 7678342224, 145.14381668202773, 86.44308908828754
67, Male, Maharashtra (MH), 9561257556, 167.1724021789939, 68.99743463193599
66, Male, Assam (AS), 9426241103, 162.42303268363523, 63.607253121379586
18, Male, Andhra Pradesh (AP), 7344453023, 166.7705974994407, 73.59539552908451
10, Male, Karnataka (KA), 9571245711, 163.6693985244947, 64.50028293324822
40, Male, Gujarat (GJ), 8303966418, 168.6366810687719, 67.14220776944846
45, Female, Mizoram (MZ), 7242396609, 156.88157007130755, 68.62074763698715
81, Female, Andhra Pradesh (AP), 9017901409, 157.3779032731498, 61.23820225408558
46, Female, West Bengal (WB), 6889656013, 166.62545353581, 68.07163330523662
82, Female, Haryana (HR), 7248153342, 173.417278292079, 75.92913412355522
53, Female, Mizoram (MZ), 7170200177, 161.12035752992446, 69.33436038742458
23, Female, Himachal Pradesh (HP), 9961629435, 157.74694425495093, 65.87586515968923
55, Female, Tripura (TR), 8705593517, 166.25465188062822, 70.4460566497228
71, Female, Assam (AS), 7046788025, 180.1808517830417, 68.3427778296093
56, Male, Chhattisgarh (CG), 6094250972, 173.42524100952505, 67.65435112987602
46, Male, Mizoram (MZ), 7396907645, 170.6840719848506, 68.1583066718168
59, Female, Punjab (PB), 6869299522, 160.08055781339294, 58.3832980937123
97, Female, Gujarat (GJ), 6524448623, 172.78033207515256, 72.19132404054913
49, Male, Assam (AS), 8128170650, 168.50466363579716, 74.64378670167481
81, Male, Arunachal Pradesh (AR), 7195451543, 153.24751587273204, 68.26555432389806
61, Female, West Bengal (WB), 7998166791, 175.85071817896397, 64.38960730916592
27, Female, Sikkim (SK), 9016127328, 169.34300832898617, 69.93953500826865
